sapling.id,site.plot,species,region,tube,livedead,growth,years.grown,max.growth
527,Schoodic_2,w.oak,maine,Y,1,-5,5.5,23
528,Schoodic_2,r.cedar,maine,N,1,0.8,0.5,0.8
529,Schoodic_2,tulip,southern,N,1,-17.5,2.5,0
530,Schoodic_2,r.cedar,maine,N,1,-8.5,0.5,0
531,Schoodic_2,w.oak,maine,Y,1,-11,3,12
532,Schoodic_2,ch.oak,maine,N,1,-41.5,5.5,4.5
533,Schoodic_2,s.gum,southern,N,1,-18.8,3.5,0
534,Schoodic_2,w.spruce,local,N,1,6.5,5.5,6.5
535,Schoodic_2,w.pine,local,N,1,11,5.5,11
536,Schoodic_2,r.oak,local,Y,1,25.4,5.5,35.4
537,Schoodic_2,r.cedar,maine,N,1,0.1,0.5,0.1
538,Schoodic_2,w.oak,maine,N,1,-9.5,2.5,2.5
539,Schoodic_2,s.gum,southern,N,1,-39.8,2.5,4.2
540,Schoodic_2,w.pine,local,N,1,-7.8,0.5,0
541,Schoodic_2,w.spruce,local,N,1,9.1,5.5,9.1
542,Schoodic_2,r.oak,local,Y,1,-24.6,5.5,25.4
543,Schoodic_2,ch.oak,maine,N,1,15.5,5.5,15.5
544,Schoodic_2,tulip,southern,N,1,-10.9,4.5,6.1
545,Schoodic_2,r.oak,local,N,1,-16.5,1,0
546,Schoodic_2,s.gum,southern,N,1,-14.5,0.5,0
547,Schoodic_2,w.spruce,local,N,1,-6.9,1.5,0
548,Schoodic_2,tulip,southern,Y,1,-0.4,0.5,0
549,Schoodic_2,ch.oak,maine,N,1,-29.7,5.5,2.8
550,Schoodic_2,r.cedar,maine,N,1,-8.5,0.5,0
551,Schoodic_2,w.oak,maine,Y,1,-9.3,5.5,9.7
552,Schoodic_2,w.pine,local,N,1,0,0,0
553,Schoodic_2,r.cedar,maine,N,1,-23,0.5,0
554,Schoodic_2,w.spruce,local,Y,1,0,0,0
555,Schoodic_2,ch.oak,maine,Y,1,-52.6,1.5,0
556,Schoodic_2,r.oak,local,N,1,0,0,0
557,Schoodic_2,w.pine,local,N,1,-23.9,1,0
558,Schoodic_2,tulip,southern,Y,1,18.2,5.5,22.2
559,Schoodic_2,s.gum,southern,N,1,0,0,0
560,Schoodic_2,w.oak,maine,N,1,-19.8,1.5,0.7
561,Schoodic_2,ch.oak,maine,Y,1,7,0.5,7
562,Schoodic_2,w.pine,local,N,1,-6.1,0.5,0
563,Schoodic_2,tulip,southern,N,1,8.1,4.5,25.1
564,Schoodic_2,r.oak,local,N,1,-0.8,1,4.2
565,Schoodic_2,w.oak,maine,N,1,-2.8,5.5,0
566,Schoodic_2,w.spruce,local,N,1,0,0,0
567,Schoodic_2,r.cedar,maine,N,1,0,0,0
568,Schoodic_2,s.gum,southern,Y,1,-33.5,1.5,16
569,Schoodic_2,ch.oak,maine,N,1,-21.1,1.5,1.9
570,Schoodic_2,tulip,southern,N,1,-21.5,0.5,0
571,Schoodic_2,w.pine,local,N,1,-12.1,1.5,0
572,Schoodic_2,s.gum,southern,N,1,,1,0
573,Schoodic_2,r.cedar,maine,N,1,0,0,0
574,Schoodic_2,w.oak,maine,Y,1,-1.9,0.5,0
575,Schoodic_2,w.spruce,local,N,1,-33.5,0.5,0
576,Schoodic_2,r.oak,local,N,1,,0,
577,Schoodic_2,r.oak,local,Y,1,-6.6,2.5,0
578,Schoodic_3,r.cedar,maine,N,1,-0.1,0.5,0
579,Schoodic_3,tulip,southern,N,1,-69,0.5,0
580,Schoodic_3,r.oak,local,Y,1,0,0,0
581,Schoodic_3,s.gum,southern,N,1,-21.7,3.5,0
582,Schoodic_3,w.spruce,local,N,1,6.1,0.5,6.1
583,Schoodic_3,w.oak,maine,N,1,-6.9,0.5,0
584,Schoodic_3,ch.oak,maine,N,1,1.6,0.5,1.6
585,Schoodic_3,w.pine,local,Y,1,-0.8,0.5,0
586,Schoodic_3,w.oak,maine,Y,1,0,0,0
587,Schoodic_3,r.oak,local,N,1,0,0,0
588,Schoodic_3,w.spruce,local,N,1,-12.8,1,0
589,Schoodic_3,r.cedar,maine,N,1,2.9,0.5,2.9
590,Schoodic_3,ch.oak,maine,Y,1,0.6,0.5,0.6
591,Schoodic_3,tulip,southern,Y,1,-21,3.5,14
592,Schoodic_3,w.pine,local,N,1,2.4,0.5,2.4
593,Schoodic_3,s.gum,southern,N,1,0,0,0
594,Schoodic_3,w.oak,maine,N,1,-3,1.5,0
595,Schoodic_3,tulip,southern,N,1,0,0,0
596,Schoodic_3,w.pine,local,N,1,-8.2,0.5,0
597,Schoodic_3,ch.oak,maine,Y,1,2.1,0.5,2.1
598,Schoodic_3,r.oak,local,N,1,-10.1,1,5.4
599,Schoodic_3,s.gum,southern,Y,1,-13.8,5.5,20.2
600,Schoodic_3,w.spruce,local,N,1,0,0,0
601,Schoodic_3,r.cedar,maine,N,1,-4.9,0.5,0
602,Schoodic_3,w.pine,local,N,1,-12.6,1.5,0
603,Schoodic_3,r.cedar,maine,N,1,-0.1,0.5,0
604,Schoodic_3,tulip,southern,N,1,-2,1.5,11
605,Schoodic_3,w.oak,maine,Y,1,-8.6,1,3.4
606,Schoodic_3,s.gum,southern,N,1,-7.2,5.5,2.8
607,Schoodic_3,ch.oak,maine,N,1,-20.8,5.5,0
608,Schoodic_3,r.oak,local,Y,1,0,0,0
609,Schoodic_3,w.spruce,local,N,1,0.5,0.5,0.5
610,Schoodic_3,s.gum,southern,N,1,-1,0.5,0
611,Schoodic_3,r.oak,local,N,1,0,0,0
612,Schoodic_3,r.cedar,maine,N,1,-5.7,0.5,0
613,Schoodic_3,w.spruce,local,Y,1,-3.9,0.5,0
614,Schoodic_3,w.oak,maine,N,1,-18,5,0
615,Schoodic_3,w.pine,local,N,1,-18.5,1.5,0
616,Schoodic_3,tulip,southern,Y,1,-8.2,3.5,12.3
617,Schoodic_3,ch.oak,maine,N,1,-45.8,5.5,0
618,Schoodic_3,w.spruce,local,N,1,0,0,0
619,Schoodic_3,r.oak,local,Y,1,-8.5,0.5,0
620,Schoodic_3,s.gum,southern,N,1,-1,0.5,0
621,Schoodic_3,w.pine,local,N,1,-10.5,0.5,0
622,Schoodic_3,tulip,southern,N,1,-30.6,4.5,0
623,Schoodic_3,ch.oak,maine,Y,1,-0.5,5,21.5
624,Schoodic_3,w.oak,maine,N,1,-38,2,0
625,Schoodic_3,r.cedar,maine,N,1,-39.6,1.5,0
626,Schoodic_3,tulip,southern,N,1,8,0.5,8
627,Schoodic_3,r.cedar,maine,N,1,-0.2,0.5,0
628,Schoodic_3,w.oak,maine,Y,1,-22,1,0
629,Schoodic_3,ch.oak,maine,N,1,1.5,0.5,1.5
630,Schoodic_3,s.gum,southern,N,1,-44.3,3,0
631,Schoodic_3,w.spruce,local,N,1,-8.7,1.5,2.8
632,Schoodic_3,w.pine,local,Y,1,0,0,0
633,Schoodic_3,r.oak,local,N,1,-21,5,0.5
634,Schoodic_3,r.cedar,maine,N,1,-1,0.5,0
635,Schoodic_3,w.oak,maine,N,1,-1.7,0.5,0
636,Schoodic_3,s.gum,southern,N,1,0,0,0
637,Schoodic_3,w.pine,local,N,1,-2.9,0.5,0
638,Schoodic_3,w.spruce,local,N,1,-0.2,0.5,0
639,Schoodic_3,r.oak,local,N,1,-5,0.5,0
640,Schoodic_3,ch.oak,maine,Y,1,0,0,0
641,Schoodic_3,tulip,southern,N,1,-9.7,1.5,11.8
642,Schoodic_3,r.oak,local,N,1,-34.5,3,0
643,Schoodic_3,s.gum,southern,Y,1,26,0.5,26
644,Schoodic_3,w.spruce,local,N,1,0,0,0
645,Schoodic_3,tulip,southern,Y,1,1,2,12
646,Schoodic_3,ch.oak,maine,N,1,-40,5,3.5
647,Schoodic_3,r.cedar,maine,Y,1,0,0,0
648,Schoodic_3,w.oak,maine,N,1,-3.9,0.5,0
649,Schoodic_3,w.pine,local,N,1,-2.6,3.5,0.4
650,Schoodic_3,r.cedar,maine,N,1,0.5,0.5,0.5
651,Schoodic_3,w.spruce,local,N,1,-5.4,0.5,0
652,Schoodic_3,ch.oak,maine,Y,1,0,0,0
653,Schoodic_3,r.oak,local,Y,1,0,0,0
654,Schoodic_3,w.pine,local,N,1,-5.3,0.5,0
655,Schoodic_3,tulip,southern,N,1,5,0.5,5
656,Schoodic_3,s.gum,southern,N,1,-0.6,0.5,0
657,Schoodic_3,w.oak,maine,N,1,-2,0.5,0
658,Schoodic_3,ch.oak,maine,N,1,-17.3,1,1.7
659,Schoodic_3,w.pine,local,N,1,-24.6,1,0
660,Schoodic_3,tulip,southern,N,1,-14.1,0.5,0
661,Schoodic_3,r.oak,local,N,1,-18.1,0.5,0
662,Schoodic_3,w.oak,maine,Y,1,-14.3,5.5,20.7
663,Schoodic_3,w.spruce,local,N,1,0,0,0
664,Schoodic_3,r.cedar,maine,N,1,1.5,0.5,1.5
665,Schoodic_3,s.gum,southern,N,1,-35,1.5,3
666,Schoodic_3,ch.oak,maine,N,1,-52.8,5.5,1.2
667,Schoodic_3,tulip,southern,N,1,-14,1,0
668,Schoodic_3,w.pine,local,N,1,-26.6,1.5,0
669,Schoodic_3,s.gum,southern,Y,1,-1.1,1.5,21.9
670,Schoodic_3,r.cedar,maine,N,1,0.5,0.5,0.5
671,Schoodic_3,w.oak,maine,Y,1,0,0,0
672,Schoodic_3,w.spruce,local,N,1,1.3,0.5,1.3
673,Schoodic_3,r.oak,local,Y,1,-14.9,0.5,0
674,Schoodic_4,r.cedar,maine,Y,1,0,0,0
675,Schoodic_4,tulip,southern,N,1,-19.7,1,0
676,Schoodic_4,r.oak,local,N,1,-28.2,1,0
677,Schoodic_4,s.gum,southern,N,1,-29.1,5.5,7.9
678,Schoodic_4,w.spruce,local,N,1,-6.3,0.5,0
679,Schoodic_4,w.oak,maine,N,1,-20.3,2.5,0
680,Schoodic_4,ch.oak,maine,Y,1,0,0,0
681,Schoodic_4,w.pine,local,N,1,0,0,0
682,Schoodic_4,w.oak,maine,N,1,-14.6,2,0
683,Schoodic_4,r.oak,local,Y,1,0,0,0
684,Schoodic_4,w.spruce,local,N,1,-0.5,0.5,0
686,Schoodic_4,ch.oak,maine,N,1,0,0,0
687,Schoodic_4,tulip,southern,Y,1,-32.5,0.5,0
688,Schoodic_4,w.pine,local,N,1,0,0,0
689,Schoodic_4,s.gum,southern,N,1,-28,2.5,9.5
690,Schoodic_4,w.oak,maine,Y,1,0,0,0
691,Schoodic_4,tulip,southern,N,1,-24.6,1.5,0
692,Schoodic_4,w.pine,local,N,1,-6.5,0.5,0
693,Schoodic_4,ch.oak,maine,Y,1,-33.1,1,0.9
694,Schoodic_4,r.oak,local,N,1,0,0,0
695,Schoodic_4,s.gum,southern,N,1,-30.7,5.5,24.3
696,Schoodic_4,w.spruce,local,N,1,-2,0.5,0
698,Schoodic_4,w.pine,local,N,1,0,0,0
700,Schoodic_4,tulip,southern,Y,1,0,0,0
701,Schoodic_4,w.oak,maine,N,1,-25.2,2,0
702,Schoodic_4,s.gum,southern,Y,1,-1,2.5,38
703,Schoodic_4,ch.oak,maine,N,1,-47.3,5,0
704,Schoodic_4,r.oak,local,N,1,-37.2,2,0
705,Schoodic_4,w.spruce,local,Y,1,0,0,0
706,Schoodic_4,s.gum,southern,N,1,-37.5,1,13
707,Schoodic_4,r.oak,local,N,1,0,0,0
709,Schoodic_4,w.spruce,local,N,1,0,0,0
710,Schoodic_4,w.oak,maine,Y,1,0,0,0
711,Schoodic_4,w.pine,local,N,1,-5.7,1,0
712,Schoodic_4,tulip,southern,N,1,-33.5,5.5,4.5
713,Schoodic_4,ch.oak,maine,Y,1,7.3,0.5,7.3
714,Schoodic_4,w.spruce,local,N,1,-22,1,1.5
715,Schoodic_4,r.oak,local,Y,1,-17.3,0.5,0
716,Schoodic_4,s.gum,southern,N,1,-47.3,2,0
717,Schoodic_4,w.pine,local,Y,1,69,5.5,69
718,Schoodic_4,tulip,southern,N,1,-1.7,5.5,27.3
719,Schoodic_4,ch.oak,maine,N,1,-30.6,5.5,0
720,Schoodic_4,w.oak,maine,N,1,-8.1,0.5,0
722,Schoodic_4,tulip,southern,N,1,-4.6,2.5,10.9
724,Schoodic_4,w.oak,maine,Y,1,-0.4,0.5,0
725,Schoodic_4,ch.oak,maine,Y,1,2.6,2.5,4.6
726,Schoodic_4,s.gum,southern,N,1,,2,15.6
727,Schoodic_4,w.spruce,local,N,1,-3,5.5,0
728,Schoodic_4,w.pine,local,N,1,2.1,5.5,2.1
729,Schoodic_4,r.oak,local,N,1,-31.4,5,1.6
731,Schoodic_4,w.oak,maine,N,1,-11,5,2
732,Schoodic_4,s.gum,southern,N,1,-24.1,2,21.9
733,Schoodic_4,w.pine,local,N,1,0,0,0
734,Schoodic_4,w.spruce,local,N,1,0,0,0
735,Schoodic_4,r.oak,local,Y,1,-1.9,0.5,0
736,Schoodic_4,ch.oak,maine,N,1,0,0,0
737,Schoodic_4,tulip,southern,N,1,0,0,0
738,Schoodic_4,r.oak,local,Y,1,4,0.5,4
739,Schoodic_4,s.gum,southern,N,1,4.6,0.5,4.6
740,Schoodic_4,w.spruce,local,N,1,-7.8,5.5,1.2
741,Schoodic_4,tulip,southern,Y,1,-49.3,1,6.2
742,Schoodic_4,ch.oak,maine,N,1,-18.5,5.5,3.5
744,Schoodic_4,w.oak,maine,N,1,-4.2,5.5,3.8
745,Schoodic_4,w.pine,local,N,1,-4.9,5.5,0
747,Schoodic_4,w.spruce,local,Y,1,0.5,0.5,0.5
748,Schoodic_4,ch.oak,maine,Y,1,0,0,0
749,Schoodic_4,r.oak,local,N,1,0,0,0
750,Schoodic_4,w.pine,local,N,1,9.9,5.5,28.9
751,Schoodic_4,tulip,southern,N,1,-35,5.5,0
752,Schoodic_4,s.gum,southern,Y,1,-6.1,2.5,3.4
753,Schoodic_4,w.oak,maine,N,1,-1.1,5,0
754,Schoodic_4,ch.oak,maine,N,1,-49.9,1,0.1
755,Schoodic_4,w.pine,local,N,1,-8.1,1,0
756,Schoodic_4,tulip,southern,N,1,-0.2,5.5,8.8
757,Schoodic_4,r.oak,local,Y,1,-2,0.5,0
758,Schoodic_4,w.oak,maine,Y,1,-13,3.5,6
759,Schoodic_4,w.spruce,local,N,1,10.6,0.5,10.6
761,Schoodic_4,s.gum,southern,N,1,-24.1,2.5,0
762,Schoodic_4,ch.oak,maine,N,1,-30.5,5.5,0
763,Schoodic_4,tulip,southern,N,1,-57.5,2.5,2
764,Schoodic_4,w.pine,local,N,1,-27,1,0
765,Schoodic_4,s.gum,southern,Y,1,0,1.5,1
767,Schoodic_4,w.oak,maine,Y,1,-11.7,0.5,0
768,Schoodic_4,w.spruce,local,N,1,-24.2,1.5,0
769,Schoodic_4,r.oak,local,N,1,2,0.5,2
770,Belfast_1,r.cedar,maine,N,1,13,3,13
771,Belfast_1,tulip,southern,Y,1,-43,0.5,0
772,Belfast_1,r.oak,local,Y,1,0,0,0
773,Belfast_1,s.gum,southern,N,1,20,0.5,20
774,Belfast_1,w.spruce,local,N,1,9,5.5,13
775,Belfast_1,w.oak,maine,Y,1,19,5.5,22
776,Belfast_1,ch.oak,maine,Y,1,9,3.5,12
777,Belfast_1,w.pine,local,N,1,115.4,5.5,115.4
778,Belfast_1,w.oak,maine,Y,1,-9,2.5,24
779,Belfast_1,r.oak,local,N,1,0,0,0
780,Belfast_1,w.spruce,local,Y,1,139,5.5,139
781,Belfast_1,r.cedar,maine,N,1,36,5.5,36
782,Belfast_1,ch.oak,maine,N,1,29,5.5,29
783,Belfast_1,tulip,southern,N,1,60.3,5.5,60.3
784,Belfast_1,w.pine,local,Y,1,55.5,5.5,55.5
785,Belfast_1,s.gum,southern,Y,1,38,5.5,51
786,Belfast_1,w.oak,maine,N,1,-2.5,0.5,0
787,Belfast_1,tulip,southern,N,1,-20.3,2,0
788,Belfast_1,w.pine,local,N,1,1.7,0.5,1.7
789,Belfast_1,ch.oak,maine,Y,1,13,1,20
790,Belfast_1,r.oak,local,Y,1,-22,2.5,7
791,Belfast_1,s.gum,southern,N,1,-43,4.5,31
792,Belfast_1,w.spruce,local,N,1,50,5.5,50
793,Belfast_1,r.cedar,maine,N,1,-0.5,1,1
794,Belfast_1,w.pine,local,N,1,34,5.5,34
795,Belfast_1,r.cedar,maine,N,1,0,0,0
796,Belfast_1,tulip,southern,N,1,-34,5.5,0
797,Belfast_1,w.oak,maine,N,1,50,5.5,52
798,Belfast_1,s.gum,southern,N,1,15,5.5,20
799,Belfast_1,ch.oak,maine,N,1,40.5,5.5,47.5
800,Belfast_1,r.oak,local,Y,1,0,0,0
801,Belfast_1,w.spruce,local,N,1,40.7,5.5,40.7
802,Belfast_1,s.gum,southern,N,1,-7,4.5,19
803,Belfast_1,r.oak,local,Y,1,0,0,0
804,Belfast_1,r.cedar,maine,N,1,7.5,5.5,7.5
805,Belfast_1,w.spruce,local,N,1,27.2,5.5,27.2
806,Belfast_1,w.oak,maine,N,1,33,5.5,33
807,Belfast_1,w.pine,local,N,1,106,5.5,106
809,Belfast_1,ch.oak,maine,Y,1,33,2.5,33
810,Belfast_1,w.spruce,local,N,1,8,0.5,8
811,Belfast_1,r.oak,local,N,1,-24,2.5,0
812,Belfast_1,s.gum,southern,N,1,-21.5,1,1
813,Belfast_1,w.pine,local,N,1,48,5,48
814,Belfast_1,tulip,southern,Y,1,31,5,31
815,Belfast_1,ch.oak,maine,Y,1,-26,5.5,21
816,Belfast_1,w.oak,maine,Y,1,12,5.5,12
817,Belfast_1,r.cedar,maine,N,1,2.5,1,4
818,Belfast_1,tulip,southern,N,1,84,5.5,84
819,Belfast_1,r.cedar,maine,N,1,5,5,10
820,Belfast_1,w.oak,maine,N,1,19.8,5,20.8
821,Belfast_1,ch.oak,maine,N,1,10,5.5,12
822,Belfast_1,s.gum,southern,Y,1,-24,4.5,45
823,Belfast_1,w.spruce,local,N,1,7.3,1,7.3
824,Belfast_1,w.pine,local,N,1,0,0,0
825,Belfast_1,r.oak,local,Y,1,8.5,3.5,8.5
826,Belfast_1,r.cedar,maine,Y,1,27,5.5,27
827,Belfast_1,w.oak,maine,Y,1,-15.5,5.5,30.5
828,Belfast_1,s.gum,southern,N,1,46.4,5.5,46.4
829,Belfast_1,w.pine,local,N,1,94.8,5.5,94.8
830,Belfast_1,w.spruce,local,N,1,37,5.5,37
831,Belfast_1,r.oak,local,N,1,17.8,5.5,17.8
832,Belfast_1,ch.oak,maine,N,1,-11.5,5.5,0
833,Belfast_1,tulip,southern,Y,1,-49,3.5,0
834,Belfast_1,r.oak,local,Y,,58,5,58
835,Belfast_1,s.gum,southern,N,1,13.5,5.5,19.5
836,Belfast_1,w.spruce,local,Y,1,21,5.5,21
837,Belfast_1,tulip,southern,N,1,204,5.5,204
838,Belfast_1,ch.oak,maine,Y,1,32,5.5,48
839,Belfast_1,r.cedar,maine,N,1,46.5,3.5,46.5
840,Belfast_1,w.oak,maine,Y,1,46,5.5,67
841,Belfast_1,w.pine,local,N,1,63.4,5.5,63.4
842,Belfast_1,r.cedar,maine,N,1,12.8,5.5,13.8
843,Belfast_1,w.spruce,local,N,1,15,5.5,15
844,Belfast_1,ch.oak,maine,N,1,14,5.5,14
845,Belfast_1,r.oak,local,N,1,-46,5.5,0
846,Belfast_1,w.pine,local,N,1,41.2,5.5,41.2
847,Belfast_1,tulip,southern,Y,1,32,5.5,62
848,Belfast_1,s.gum,southern,N,1,31.8,2,31.8
849,Belfast_1,w.oak,maine,Y,1,22,5.5,22
850,Belfast_1,ch.oak,maine,N,1,18,5.5,18
851,Belfast_1,w.pine,local,N,1,4.2,5.5,24.2
852,Belfast_1,tulip,southern,N,1,69.6,5.5,69.6
853,Belfast_1,r.oak,local,Y,1,-10,5,0
854,Belfast_1,w.oak,maine,Y,1,15,5.5,15
855,Belfast_1,w.spruce,local,N,1,27,5.5,32
856,Belfast_1,r.cedar,maine,Y,1,0,0,0
857,Belfast_1,s.gum,southern,Y,1,-25.9,5,83
858,Belfast_1,ch.oak,maine,Y,1,8,0.5,8
859,Belfast_1,tulip,southern,N,1,66,5.5,66
860,Belfast_1,w.pine,local,N,1,59,5.5,59
861,Belfast_1,s.gum,southern,Y,1,86,3.5,93
862,Belfast_1,r.cedar,maine,N,1,85,5.5,85
863,Belfast_1,w.oak,maine,N,1,171,5.5,171
864,Belfast_1,w.spruce,local,N,1,34,5.5,34
865,Belfast_1,r.oak,local,N,1,-14,5.5,11
866,Belfast_2,r.cedar,maine,N,1,20.1,5.5,20.1
867,Belfast_2,tulip,southern,Y,1,-17,0.5,0
868,Belfast_2,r.oak,local,N,1,-2.8,5.5,0
869,Belfast_2,s.gum,southern,Y,1,22,5.5,78.5
870,Belfast_2,w.spruce,local,N,1,65.9,5.5,65.9
871,Belfast_2,w.oak,maine,Y,1,-0.8,1,1.7
872,Belfast_2,ch.oak,maine,N,1,185,5.5,185
873,Belfast_2,w.pine,local,N,1,190.1,5.5,190.1
874,Belfast_2,r.oak,local,N,1,,5.5,
875,Belfast_2,w.oak,maine,N,1,-2.7,5.5,63.3
876,Belfast_2,w.spruce,local,Y,1,5.4,0.5,5.4
877,Belfast_2,r.cedar,maine,N,1,-17.1,0.5,0
878,Belfast_2,ch.oak,maine,N,1,-27.4,5.5,16.6
879,Belfast_2,tulip,southern,N,1,245.3,5.5,245.3
880,Belfast_2,w.pine,local,N,1,176.5,5.5,176.5
881,Belfast_2,s.gum,southern,Y,1,36.5,3.5,36.5
882,Belfast_2,w.oak,maine,Y,1,16.5,5.5,16.5
883,Belfast_2,tulip,southern,N,1,81,5.5,81
884,Belfast_2,w.pine,local,Y,1,44.5,5.5,44.5
885,Belfast_2,ch.oak,maine,N,1,29.5,5.5,29.5
886,Belfast_2,r.oak,local,Y,1,0,0,0
887,Belfast_2,s.gum,southern,Y,1,43.7,3.5,43.7
888,Belfast_2,w.spruce,local,N,1,58.6,5.5,58.6
889,Belfast_2,r.cedar,maine,N,1,63.4,5.5,63.4
890,Belfast_2,w.pine,local,N,1,2.8,0.5,2.8
891,Belfast_2,r.cedar,maine,Y,1,-12.1,5,20.9
892,Belfast_2,tulip,southern,N,1,178.3,5.5,178.3
893,Belfast_2,w.oak,maine,N,1,4.5,5.5,7
894,Belfast_2,s.gum,southern,N,1,49.4,5.5,49.4
895,Belfast_2,ch.oak,maine,Y,1,-35.6,5.5,16.4
896,Belfast_2,r.oak,local,N,1,-4.6,5.5,0.4
897,Belfast_2,w.spruce,local,N,1,0,0,0
898,Belfast_2,s.gum,southern,N,1,19,5.5,28
899,Belfast_2,r.oak,local,Y,1,-25.5,2.5,0
900,Belfast_2,r.cedar,maine,N,1,14.2,5.5,14.2
901,Belfast_2,w.spruce,local,N,1,29.2,5.5,29.2
902,Belfast_2,w.oak,maine,N,1,2.3,5.5,14.3
903,Belfast_2,w.pine,local,N,1,89.4,5.5,89.4
904,Belfast_2,tulip,southern,Y,1,85.1,5.5,85.1
905,Belfast_2,ch.oak,maine,Y,1,39.6,5.5,39.6
906,Belfast_2,w.spruce,local,N,1,35.2,5.5,35.2
907,Belfast_2,r.oak,local,Y,1,-6.3,5.5,12.7
908,Belfast_2,s.gum,southern,N,1,0,0,0
909,Belfast_2,w.pine,local,N,1,99.7,5.5,99.7
910,Belfast_2,tulip,southern,Y,1,21,0.5,21
911,Belfast_2,ch.oak,maine,Y,1,47.5,5.5,47.5
912,Belfast_2,w.oak,maine,N,1,7.3,5.5,10.3
913,Belfast_2,r.cedar,maine,N,1,1.4,1,7.9
914,Belfast_2,tulip,southern,N,1,70.4,5.5,70.4
915,Belfast_2,r.cedar,maine,N,1,31,5.5,31
916,Belfast_2,w.oak,maine,N,1,0,0,0
917,Belfast_2,ch.oak,maine,Y,1,-36.9,2,3.1
918,Belfast_2,s.gum,southern,N,1,77.5,5.5,77.5
919,Belfast_2,w.spruce,local,N,1,45.1,5.5,45.1
920,Belfast_2,w.pine,local,N,1,49.8,5.5,49.8
921,Belfast_2,r.oak,local,Y,1,46.6,5.5,46.6
922,Belfast_2,r.cedar,maine,N,1,57.8,5.5,57.8
923,Belfast_2,w.oak,maine,Y,1,13.2,5.5,14.2
924,Belfast_2,s.gum,southern,N,1,4.1,5.5,6.1
925,Belfast_2,w.pine,local,N,1,44.1,5.5,44.1
926,Belfast_2,w.spruce,local,Y,1,36.2,5.5,36.2
927,Belfast_2,r.oak,local,N,1,-70.8,4.5,4.2
928,Belfast_2,ch.oak,maine,Y,1,-19.5,5.5,26.5
929,Belfast_2,tulip,southern,N,1,180.5,5.5,180.5
930,Belfast_2,r.oak,local,Y,1,-18.3,1,13.2
931,Belfast_2,s.gum,southern,N,1,-5.8,5.5,16.2
932,Belfast_2,w.spruce,local,N,1,24.3,5.5,24.3
933,Belfast_2,tulip,southern,N,1,55.6,5.5,55.6
934,Belfast_2,ch.oak,maine,N,1,16.5,5.5,16.5
935,Belfast_2,r.cedar,maine,N,1,41.1,5.5,41.1
936,Belfast_2,w.oak,maine,Y,1,9,3.5,22
937,Belfast_2,w.pine,local,N,1,1.6,0.5,1.6
938,Belfast_2,r.cedar,maine,N,1,25.6,5.5,25.6
939,Belfast_2,w.spruce,local,N,1,35.6,5.5,35.6
940,Belfast_2,ch.oak,maine,Y,1,0,0,0
941,Belfast_2,r.oak,local,Y,1,-43.9,5.5,0
942,Belfast_2,w.pine,local,N,1,94.1,5.5,94.1
943,Belfast_2,tulip,southern,N,1,61.7,5.5,61.7
944,Belfast_2,s.gum,southern,N,1,41.7,5.5,41.7
945,Belfast_2,w.oak,maine,Y,1,0,0,0
946,Belfast_2,ch.oak,maine,N,1,23.7,5.5,23.7
947,Belfast_2,w.pine,local,N,1,68.3,5.5,68.3
948,Belfast_2,tulip,southern,N,1,40,3.5,40
949,Belfast_2,r.oak,local,N,1,0,0,0
950,Belfast_2,w.oak,maine,N,1,58.1,5.5,58.1
951,Belfast_2,w.spruce,local,N,1,52,5.5,52
952,Belfast_2,r.cedar,maine,N,1,27.7,5.5,27.7
953,Belfast_2,s.gum,southern,N,1,6.5,3.5,19.5
954,Belfast_2,ch.oak,maine,Y,1,9,0.5,9
955,Belfast_2,tulip,southern,Y,1,-19,1,17.5
956,Belfast_2,w.pine,local,N,1,37.4,5.5,37.4
957,Belfast_2,s.gum,southern,Y,1,-0.6,3.5,16.4
958,Belfast_2,r.cedar,maine,N,1,54.7,5.5,54.7
959,Belfast_2,w.oak,maine,Y,1,9.7,4,9.7
960,Belfast_2,w.spruce,local,N,1,8.5,1,8.5
961,Belfast_2,r.oak,local,N,1,13,5.5,13
962,Belfast_3,r.cedar,maine,N,1,0,0,0
963,Belfast_3,tulip,southern,N,,-6.1,2,3.4
964,Belfast_3,r.oak,local,Y,1,7.1,0.5,7.1
965,Belfast_3,s.gum,southern,Y,1,23,0.5,23
966,Belfast_3,w.spruce,local,N,1,17.6,5.5,22.6
967,Belfast_3,w.oak,maine,Y,1,20.4,2,20.4
968,Belfast_3,ch.oak,maine,N,1,24.7,5.5,24.7
969,Belfast_3,w.pine,local,N,1,46,5.5,46
970,Belfast_3,w.oak,maine,N,1,18.1,5.5,23.1
971,Belfast_3,r.oak,local,N,1,14.2,5.5,16.2
972,Belfast_3,w.spruce,local,N,1,22.5,5.5,22.5
973,Belfast_3,r.cedar,maine,N,1,16.3,5.5,16.3
974,Belfast_3,ch.oak,maine,N,1,-4.3,5.5,7.7
975,Belfast_3,tulip,southern,Y,1,20.1,0.5,20.1
976,Belfast_3,w.pine,local,N,1,29.5,5.5,29.5
977,Belfast_3,s.gum,southern,Y,1,25.9,0.5,25.9
978,Belfast_3,w.oak,maine,Y,1,-4.9,1,5.6
979,Belfast_3,tulip,southern,Y,1,-5.7,1,0.3
980,Belfast_3,w.pine,local,N,1,0,0,0
981,Belfast_3,ch.oak,maine,N,1,18.8,5.5,20.8
