sapling.id,site.plot,species,region,tube,livedead,growth,years.grown,max.growth
982,Belfast_3,r.oak,local,Y,1,0,0,0
983,Belfast_3,s.gum,southern,N,1,31.7,3.5,31.7
984,Belfast_3,w.spruce,local,N,1,24.3,5.5,24.3
985,Belfast_3,r.cedar,maine,Y,1,-27,2.5,3
986,Belfast_3,w.pine,local,Y,1,73.5,5.5,73.5
987,Belfast_3,r.cedar,maine,N,1,15,5.5,15
988,Belfast_3,tulip,southern,N,1,203.8,5.5,203.8
989,Belfast_3,w.oak,maine,N,1,10.4,3.5,10.4
990,Belfast_3,s.gum,southern,N,,10.9,2,16.9
991,Belfast_3,ch.oak,maine,N,1,14,5.5,14
992,Belfast_3,r.oak,local,N,1,-33.2,5,4.8
993,Belfast_3,w.spruce,local,N,1,19.1,5.5,19.1
994,Belfast_3,s.gum,southern,Y,1,-7.6,1,44.4
995,Belfast_3,r.oak,local,Y,1,-28.5,0.5,0
996,Belfast_3,r.cedar,maine,N,1,-15.7,2.5,0
997,Belfast_3,w.spruce,local,N,1,11.4,1,11.4
998,Belfast_3,w.oak,maine,N,1,2.4,5.5,13.4
999,Belfast_3,w.pine,local,N,1,8.7,5.5,16.7
1000,Belfast_3,tulip,southern,Y,1,-35.7,0.5,0
1001,Belfast_3,ch.oak,maine,N,1,-6.7,3.5,0
1002,Belfast_3,w.spruce,local,N,1,8,1,8
1003,Belfast_3,r.oak,local,N,1,-11.3,4.5,2.7
1004,Belfast_3,s.gum,southern,N,1,3.8,1,34.8
1005,Belfast_3,w.pine,local,N,1,1.6,5.5,11.6
1006,Belfast_3,tulip,southern,N,1,-19.3,2,0
1007,Belfast_3,ch.oak,maine,N,1,16.5,5.5,17.5
1008,Belfast_3,w.oak,maine,Y,1,1.8,0.5,1.8
1009,Belfast_3,r.cedar,maine,N,1,0,0,0
1010,Belfast_3,tulip,southern,N,1,17.3,4.5,18.3
1011,Belfast_3,r.cedar,maine,N,1,-20.2,5,3.3
1012,Belfast_3,w.oak,maine,N,1,19,5.5,19
1013,Belfast_3,ch.oak,maine,N,1,23.6,5.5,26.6
1014,Belfast_3,s.gum,southern,N,1,27.8,5.5,27.8
1015,Belfast_3,w.spruce,local,N,1,13.6,5.5,13.6
1016,Belfast_3,w.pine,local,N,1,29,5.5,30
1017,Belfast_3,r.oak,local,Y,1,-10.6,0.5,0
1018,Belfast_3,r.cedar,maine,N,1,-8.5,5.5,4.5
1019,Belfast_3,w.oak,maine,Y,1,3.1,1,3.1
1020,Belfast_3,s.gum,southern,Y,1,34.3,3.5,34.3
1021,Belfast_3,w.pine,local,N,1,13.8,5.5,15.8
1022,Belfast_3,w.spruce,local,N,1,12.4,5.5,12.4
1023,Belfast_3,r.oak,local,Y,1,-9.9,1,13.1
1024,Belfast_3,ch.oak,maine,N,1,8.1,5.5,15.1
1025,Belfast_3,tulip,southern,N,1,109.3,5.5,109.3
1026,Belfast_3,r.oak,local,Y,1,8.5,1,8.5
1027,Belfast_3,s.gum,southern,N,1,18,5.5,56
1028,Belfast_3,w.spruce,local,N,1,16,5.5,17
1029,Belfast_3,tulip,southern,Y,1,1,0.5,1
1030,Belfast_3,ch.oak,maine,N,1,35,5.5,35
1031,Belfast_3,r.cedar,maine,N,1,-25,5,0
1032,Belfast_3,w.oak,maine,Y,1,10,1,10
1033,Belfast_3,w.pine,local,N,1,38.8,5.5,38.8
1034,Belfast_3,r.cedar,maine,Y,1,14,5.5,14
1035,Belfast_3,w.spruce,local,Y,1,-3,1,9
1036,Belfast_3,ch.oak,maine,Y,1,2,1,7
1037,Belfast_3,r.oak,local,Y,1,0,0,0
1038,Belfast_3,w.pine,local,N,1,32.8,5.5,32.8
1039,Belfast_3,tulip,southern,N,1,68.5,5.5,68.5
1040,Belfast_3,s.gum,southern,N,1,7,5.5,40
1041,Belfast_3,w.oak,maine,Y,1,5,1,12.5
1042,Belfast_3,ch.oak,maine,Y,1,-3,4,0
1043,Belfast_3,w.pine,local,N,1,49,5.5,49
1044,Belfast_3,tulip,southern,N,1,23,5.5,28.5
1045,Belfast_3,r.oak,local,Y,1,-35,5.5,3.5
1046,Belfast_3,w.oak,maine,Y,1,7,1,7
1047,Belfast_3,w.spruce,local,N,1,11.1,1,11.1
1048,Belfast_3,r.cedar,maine,N,1,-15,2.5,5.5
1049,Belfast_3,s.gum,southern,N,1,7.5,3.5,12.5
1050,Belfast_3,ch.oak,maine,Y,1,10,0.5,10
1051,Belfast_3,tulip,southern,Y,1,15.5,0.5,15.5
1052,Belfast_3,w.pine,local,N,1,35.8,5.5,35.8
1053,Belfast_3,s.gum,southern,N,1,33,3.5,34
1054,Belfast_3,r.cedar,maine,N,1,-34,5.5,2
1055,Belfast_3,w.oak,maine,Y,1,9,1,14.5
1056,Belfast_3,w.spruce,local,Y,1,1,0.5,1
1057,Belfast_3,r.oak,local,Y,1,8,0.5,8
1058,Belfast_4,r.cedar,maine,N,1,30.4,5.5,30.4
1059,Belfast_4,tulip,southern,N,1,99.3,5.5,99.3
1060,Belfast_4,r.oak,local,N,1,7.4,5.5,9.4
1061,Belfast_4,s.gum,southern,N,1,23.2,4.5,24.2
1062,Belfast_4,w.spruce,local,N,1,9.3,5.5,9.3
1063,Belfast_4,w.oak,maine,N,1,-16.6,2,0.4
1064,Belfast_4,ch.oak,maine,N,1,6.5,5.5,6.5
1065,Belfast_4,w.pine,local,N,1,81.8,5.5,81.8
1066,Belfast_4,w.oak,maine,N,1,7.6,5,11.6
1067,Belfast_4,r.oak,local,N,1,12.1,4.5,12.1
1068,Belfast_4,w.spruce,local,N,1,7.3,1,7.3
1069,Belfast_4,r.cedar,maine,N,1,70.6,5.5,70.6
1070,Belfast_4,ch.oak,maine,N,1,23,5.5,23
1071,Belfast_4,tulip,southern,N,1,-23,3,7
1072,Belfast_4,w.pine,local,N,1,168.8,5.5,168.8
1073,Belfast_4,s.gum,southern,N,1,51.8,5.5,51.8
1074,Belfast_4,w.oak,maine,N,1,6.8,5.5,6.8
1075,Belfast_4,tulip,southern,N,1,2.5,3.5,7.5
1076,Belfast_4,w.pine,local,N,1,115.2,5.5,115.2
1077,Belfast_4,ch.oak,maine,N,1,49.4,5.5,49.4
1078,Belfast_4,r.oak,local,N,1,16.1,5.5,20.1
1079,Belfast_4,s.gum,southern,N,1,60.9,5.5,60.9
1080,Belfast_4,w.spruce,local,N,1,57.6,5.5,57.6
1081,Belfast_4,r.cedar,maine,N,1,104.2,5.5,104.2
1082,Belfast_4,w.pine,local,N,1,8.6,2.5,8.6
1083,Belfast_4,r.cedar,maine,N,1,31.2,5.5,31.2
1084,Belfast_4,tulip,southern,N,1,70.5,5.5,70.5
1085,Belfast_4,w.oak,maine,N,1,3,0.5,3
1086,Belfast_4,s.gum,southern,N,1,13.9,0.5,13.9
1087,Belfast_4,ch.oak,maine,N,1,39.9,5.5,39.9
1088,Belfast_4,r.oak,local,N,1,16.5,5.5,16.5
1089,Belfast_4,w.spruce,local,N,1,28.1,5.5,28.1
1090,Belfast_4,s.gum,southern,N,1,5.8,5.5,5.8
1091,Belfast_4,r.oak,local,N,1,1.3,0.5,1.3
1092,Belfast_4,r.cedar,maine,N,1,0,0,0
1093,Belfast_4,w.spruce,local,N,1,48.6,5.5,48.6
1095,Belfast_4,w.pine,local,N,1,105.2,5.5,105.2
1096,Belfast_4,tulip,southern,N,1,37.6,5.5,37.6
1097,Belfast_4,ch.oak,maine,N,1,-3.9,0.5,0
1098,Belfast_4,w.spruce,local,N,1,12.1,5.5,13.1
1099,Belfast_4,r.oak,local,N,1,0,0,0
1100,Belfast_4,s.gum,southern,N,1,28.6,5.5,28.6
1101,Belfast_4,w.pine,local,N,1,22.8,4.5,35.8
1102,Belfast_4,tulip,southern,N,1,140.4,5.5,140.4
1103,Belfast_4,ch.oak,maine,N,1,14.9,5.5,19.9
1105,Belfast_4,r.cedar,maine,N,1,-9,0.5,0
1106,Belfast_4,tulip,southern,N,1,3.8,5.5,3.8
1107,Belfast_4,r.cedar,maine,N,1,0,0,0
1109,Belfast_4,ch.oak,maine,N,1,-0.3,5.5,5.7
1110,Belfast_4,s.gum,southern,N,1,121.7,5.5,121.7
1111,Belfast_4,w.spruce,local,N,1,31.8,5.5,31.8
1112,Belfast_4,w.pine,local,N,1,184.5,5.5,184.5
1113,Belfast_4,r.oak,local,N,1,-7.1,5.5,1.9
1114,Belfast_4,r.cedar,maine,N,1,16.2,5.5,16.2
1115,Belfast_4,w.oak,maine,N,1,22,5.5,22
1116,Belfast_4,s.gum,southern,N,1,78.5,5.5,78.5
1117,Belfast_4,w.pine,local,N,1,53.8,5.5,53.8
1118,Belfast_4,w.spruce,local,N,1,76.5,5.5,76.5
1119,Belfast_4,r.oak,local,N,1,14,5.5,14
1120,Belfast_4,ch.oak,maine,N,1,18,5.5,18
1121,Belfast_4,tulip,southern,N,1,127.6,5.5,127.6
1122,Belfast_4,r.oak,local,N,1,0,0,0
1123,Belfast_4,s.gum,southern,N,1,-10.3,5.5,4.7
1124,Belfast_4,w.spruce,local,N,1,56,5.5,56
1125,Belfast_4,tulip,southern,N,1,184.6,5.5,184.6
1126,Belfast_4,ch.oak,maine,N,1,28.5,5.5,30.5
1127,Belfast_4,r.cedar,maine,N,1,2.5,0.5,2.5
1128,Belfast_4,w.oak,maine,N,1,-1.9,0.5,0
1129,Belfast_4,w.pine,local,N,1,158.3,5.5,158.3
1130,Belfast_4,r.cedar,maine,N,1,7,3,11
1131,Belfast_4,w.spruce,local,N,1,2.7,5,11.7
1132,Belfast_4,ch.oak,maine,N,1,5.3,5.5,10.3
1133,Belfast_4,r.oak,local,N,1,0,0,0
1134,Belfast_4,w.pine,local,N,1,65.7,5.5,65.7
1135,Belfast_4,tulip,southern,N,1,166.5,5.5,166.5
1136,Belfast_4,s.gum,southern,N,1,47.5,5.5,47.5
1138,Belfast_4,ch.oak,maine,N,1,-31.9,5.5,0
1139,Belfast_4,w.pine,local,N,1,8,3,18
1140,Belfast_4,tulip,southern,N,1,24,3.5,42
1141,Belfast_4,r.oak,local,N,1,-2.8,5.5,0
1142,Belfast_4,w.oak,maine,N,1,-8.8,4,0
1143,Belfast_4,w.spruce,local,N,1,23.8,5.5,27.8
1144,Belfast_4,r.cedar,maine,N,1,0,0,0
1145,Belfast_4,s.gum,southern,N,1,23,5.5,23
1146,Belfast_4,ch.oak,maine,N,1,3.5,5.5,3.5
1147,Belfast_4,tulip,southern,N,1,-32.5,0.5,0
1148,Belfast_4,w.pine,local,N,1,12.9,3,16.9
1149,Belfast_4,s.gum,southern,N,1,30,5.5,30
1150,Belfast_4,r.cedar,maine,N,1,0,0,0
1151,Belfast_4,w.oak,maine,N,1,-6.7,5.5,0
1152,Belfast_4,w.spruce,local,N,1,44.7,5.5,44.7
1153,Belfast_4,r.oak,local,N,1,10.6,5.5,10.6
1154,Surry_1,r.cedar,maine,Y,1,-1.4,4.5,8.6
1155,Surry_1,tulip,southern,N,1,-23.4,5.5,0
1156,Surry_1,r.oak,local,Y,1,-1.2,0.5,0
1157,Surry_1,s.gum,southern,N,1,15.4,3.5,15.4
1158,Surry_1,w.spruce,local,N,1,25.1,5.5,25.1
1159,Surry_1,w.oak,maine,N,1,38.4,5.5,38.4
1160,Surry_1,ch.oak,maine,Y,1,25.8,5.5,41.8
1161,Surry_1,w.pine,local,N,1,166.2,5.5,166.2
1162,Surry_1,w.oak,maine,N,1,2.1,0.5,2.1
1163,Surry_1,r.oak,local,N,1,0,0,0
1164,Surry_1,w.spruce,local,N,1,0,0,0
1165,Surry_1,r.cedar,maine,N,1,-18.9,5.5,1.6
1166,Surry_1,ch.oak,maine,Y,1,66.7,5.5,66.7
1167,Surry_1,tulip,southern,N,1,-16.4,0.5,0
1168,Surry_1,w.pine,local,N,1,139.3,5.5,139.3
1169,Surry_1,s.gum,southern,N,1,10,3.5,10
1170,Surry_1,w.oak,maine,Y,1,14.7,4,14.7
1171,Surry_1,tulip,southern,N,1,-13.9,1,0
1172,Surry_1,w.pine,local,N,1,60.1,5.5,60.1
1173,Surry_1,ch.oak,maine,N,1,-2.2,5.5,7.3
1174,Surry_1,r.oak,local,Y,1,0,0,0
1175,Surry_1,s.gum,southern,N,1,-3,2.5,16
1176,Surry_1,w.spruce,local,N,1,40.5,3.5,40.5
1177,Surry_1,r.cedar,maine,N,1,-28.9,0.5,0
1178,Surry_1,w.pine,local,N,1,72,5.5,72
1179,Surry_1,r.cedar,maine,Y,1,26.4,5.5,26.4
1180,Surry_1,tulip,southern,N,1,-39.1,1.5,0
1181,Surry_1,w.oak,maine,Y,1,41.4,5.5,41.4
1182,Surry_1,s.gum,southern,Y,1,-24.6,4.5,54.9
1183,Surry_1,ch.oak,maine,Y,1,97.9,5.5,97.9
1184,Surry_1,r.oak,local,N,1,23.6,5.5,24.6
1185,Surry_1,w.spruce,local,N,1,0,0,0
1186,Surry_1,s.gum,southern,N,1,-2.4,3.5,11.6
1187,Surry_1,r.oak,local,N,1,0,0,0
1188,Surry_1,r.cedar,maine,N,1,-34.9,0.5,0
1189,Surry_1,w.spruce,local,N,1,23.8,5.5,23.8
1190,Surry_1,w.oak,maine,N,1,-0.1,0.5,0
1191,Surry_1,w.pine,local,N,1,136.3,5.5,136.3
1192,Surry_1,tulip,southern,N,1,-1.8,1.5,0
1193,Surry_1,ch.oak,maine,N,1,-0.3,3.5,0
1194,Surry_1,w.spruce,local,N,1,22.4,5.5,22.4
1195,Surry_1,r.oak,local,N,1,0,0,0
1196,Surry_1,s.gum,southern,N,1,-18.2,4,17.3
1197,Surry_1,w.pine,local,N,1,136,5.5,136
1198,Surry_1,tulip,southern,Y,1,-44.3,0.5,0
1199,Surry_1,ch.oak,maine,Y,1,60.3,5.5,65.3
1200,Surry_1,w.oak,maine,N,1,44,5.5,44
1201,Surry_1,r.cedar,maine,N,1,0.8,0.5,0.8
1202,Surry_1,tulip,southern,N,1,0,0,0
1203,Surry_1,r.cedar,maine,N,1,-16.7,5.5,2.3
1204,Surry_1,w.oak,maine,N,1,110.6,5.5,110.6
1205,Surry_1,ch.oak,maine,N,1,-33.8,1,1.2
1206,Surry_1,s.gum,southern,Y,1,2.6,3,19.6
1207,Surry_1,w.spruce,local,N,1,15.5,5.5,15.5
1208,Surry_1,w.pine,local,N,1,34,5.5,34
1209,Surry_1,r.oak,local,Y,1,-28.6,4.5,9.9
1210,Surry_1,r.cedar,maine,N,1,-2.2,0.5,0
1211,Surry_1,w.oak,maine,Y,1,43.5,5.5,43.5
1212,Surry_1,s.gum,southern,Y,1,0,0,0
1213,Surry_1,w.pine,local,N,1,0,0,0
1214,Surry_1,w.spruce,local,N,1,10.7,5.5,10.7
1215,Surry_1,r.oak,local,N,1,-3.9,0.5,0
1216,Surry_1,ch.oak,maine,Y,1,-2.7,1.5,5.8
1217,Surry_1,tulip,southern,N,1,-17.9,1.5,1.1
1218,Surry_1,r.oak,local,Y,,-43.7,1.5,5.8
1219,Surry_1,s.gum,southern,N,1,-8.6,5.5,11.4
1220,Surry_1,w.spruce,local,Y,1,15.3,5.5,15.3
1221,Surry_1,tulip,southern,N,1,-37.9,2,0
1222,Surry_1,ch.oak,maine,N,1,-2.6,5.5,5.4
1223,Surry_1,r.cedar,maine,N,1,-4.4,5.5,0.6
1224,Surry_1,w.oak,maine,N,1,31.7,5.5,31.7
1225,Surry_1,w.pine,local,Y,1,4.7,1,8.2
1226,Surry_1,r.cedar,maine,N,1,3.3,5.5,3.3
1228,Surry_1,ch.oak,maine,N,1,3,3.5,3
1229,Surry_1,r.oak,local,N,1,14.4,5.5,14.4
1230,Surry_1,w.pine,local,N,1,120.6,5.5,120.6
1231,Surry_1,tulip,southern,Y,1,-43.7,1.5,0
1232,Surry_1,s.gum,southern,N,1,38.4,3.5,38.4
1233,Surry_1,w.oak,maine,N,1,62.5,5.5,62.5
1234,Surry_1,ch.oak,maine,N,1,-62.4,1.5,7.6
1235,Surry_1,w.pine,local,N,1,2.7,0.5,2.7
1236,Surry_1,tulip,southern,Y,1,-46.1,1.5,0
1237,Surry_1,r.oak,local,Y,1,-7.7,5.5,28.3
1238,Surry_1,w.oak,maine,Y,1,7,5.5,39
1239,Surry_1,w.spruce,local,N,1,-1.7,4,0
1240,Surry_1,r.cedar,maine,N,1,5.9,5.5,5.9
1241,Surry_1,s.gum,southern,N,1,-2.8,5.5,27.2
1242,Surry_1,ch.oak,maine,N,1,30.2,5.5,30.2
1243,Surry_1,tulip,southern,N,1,-45.8,2.5,0
1244,Surry_1,w.pine,local,N,1,2.5,0.5,2.5
1245,Surry_1,s.gum,southern,N,1,9.1,2,27.1
1246,Surry_1,r.cedar,maine,N,1,-1.3,0.5,0
1247,Surry_1,w.oak,maine,Y,1,33.4,5.5,33.4
1248,Surry_1,w.spruce,local,N,1,30.3,5.5,30.3
1249,Surry_1,r.oak,local,N,1,9.2,5.5,10.2
1250,Surry_2,r.cedar,maine,Y,1,2,0.5,2
1251,Surry_2,tulip,southern,N,1,-28,5.5,13
1252,Surry_2,r.oak,local,Y,1,-4,3.5,0
1253,Surry_2,s.gum,southern,N,1,-18,5.5,28.5
1254,Surry_2,w.spruce,local,N,1,3,5.5,4
1255,Surry_2,w.oak,maine,Y,,6,1.5,14.5
1256,Surry_2,ch.oak,maine,N,1,9,5.5,9
1257,Surry_2,w.pine,local,N,,-19,2,0
1258,Surry_2,w.oak,maine,Y,1,0,0,0
1259,Surry_2,r.oak,local,N,1,0,0,0
1260,Surry_2,w.spruce,local,N,1,37.5,5.5,37.5
1261,Surry_2,r.cedar,maine,N,1,-3,5.5,0
1262,Surry_2,ch.oak,maine,Y,1,86.5,5.5,86.5
1263,Surry_2,tulip,southern,N,1,-32,1.5,0
1264,Surry_2,w.pine,local,N,1,8.5,5.5,8.5
1265,Surry_2,s.gum,southern,N,1,-27,4,19
1266,Surry_2,w.oak,maine,N,,-17,1.5,0
1267,Surry_2,tulip,southern,Y,1,-7.5,5.5,13.5
1268,Surry_2,w.pine,local,Y,1,35,5.5,44
1269,Surry_2,ch.oak,maine,N,1,9,5.5,9
1270,Surry_2,r.oak,local,Y,1,77,5.5,77
1271,Surry_2,s.gum,southern,N,1,-11.5,5.5,29.5
1272,Surry_2,w.spruce,local,Y,1,0,0.5,0
1273,Surry_2,r.cedar,maine,N,1,0.5,0.5,0.5
1274,Surry_2,w.pine,local,N,1,41.5,5.5,41.5
1275,Surry_2,r.cedar,maine,N,1,-3,0.5,0
1276,Surry_2,tulip,southern,N,1,-48,1.5,0
1277,Surry_2,w.oak,maine,Y,1,0,0,0
1278,Surry_2,s.gum,southern,N,1,20,3.5,21
1279,Surry_2,ch.oak,maine,Y,1,4.5,5.5,34.5
1280,Surry_2,r.oak,local,Y,1,-3,3.5,0
1281,Surry_2,w.spruce,local,N,1,0,0,0
1282,Surry_2,s.gum,southern,N,1,-12.5,5.5,20.5
1283,Surry_2,r.oak,local,N,1,9,5.5,9
1284,Surry_2,r.cedar,maine,N,1,-21,3,3
1285,Surry_2,w.spruce,local,N,1,26.5,5.5,26.5
1286,Surry_2,w.oak,maine,N,1,50,5.5,50
1287,Surry_2,w.pine,local,N,1,44,5.5,44
1288,Surry_2,tulip,southern,N,1,-33,3.5,0
1289,Surry_2,ch.oak,maine,N,1,,5.5,48
1290,Surry_2,w.spruce,local,N,1,0,0.5,0
1291,Surry_2,r.oak,local,N,1,-30,5.5,0
1292,Surry_2,s.gum,southern,N,1,3.5,5.5,18.5
1293,Surry_2,w.pine,local,N,1,39.3,5.5,39.3
1294,Surry_2,tulip,southern,N,1,-50,1.5,0
1295,Surry_2,ch.oak,maine,Y,1,18.5,4.5,18.5
1296,Surry_2,w.oak,maine,Y,1,-0.5,0.5,0
1297,Surry_2,r.cedar,maine,N,1,0,0,0
1298,Surry_2,tulip,southern,N,1,0,0,0
1299,Surry_2,r.cedar,maine,N,1,-22,2.5,1
1300,Surry_2,w.oak,maine,Y,1,7,0.5,7
1301,Surry_2,ch.oak,maine,Y,1,-67.5,0.5,0
1302,Surry_2,s.gum,southern,Y,1,9.5,2.5,31.5
1303,Surry_2,w.spruce,local,N,1,0,0,0
1304,Surry_2,w.pine,local,N,1,0,0,0
1305,Surry_2,r.oak,local,N,1,0.5,5,10.5
1306,Surry_2,r.cedar,maine,N,1,-1,0.5,0
1307,Surry_2,w.oak,maine,N,1,26.5,5.5,26.5
1308,Surry_2,s.gum,southern,Y,1,-5.5,3.5,26
1309,Surry_2,w.pine,local,N,1,116.5,5.5,116.5
1310,Surry_2,w.spruce,local,N,1,19.7,5.5,19.7
1311,Surry_2,r.oak,local,N,1,-12.5,5,0
1312,Surry_2,ch.oak,maine,N,1,0,0,0
1313,Surry_2,tulip,southern,Y,1,20,5.5,20
1314,Surry_2,r.oak,local,N,1,4.5,5,11
1315,Surry_2,s.gum,southern,N,1,0.5,5.5,20.5
1316,Surry_2,w.spruce,local,N,1,15.8,5,15.8
1317,Surry_2,tulip,southern,N,1,-5,5.5,0
1318,Surry_2,ch.oak,maine,N,1,-25,5,7
1319,Surry_2,r.cedar,maine,N,1,0,0,0
1320,Surry_2,w.oak,maine,N,1,26.5,5.5,26.5
1321,Surry_2,w.pine,local,N,1,18.5,5,31.5
1322,Surry_2,r.cedar,maine,N,1,-14.8,5.5,0.2
1323,Surry_2,w.spruce,local,N,1,15.2,5,15.2
1324,Surry_2,ch.oak,maine,Y,1,-3,5.5,0
1325,Surry_2,r.oak,local,Y,1,17.5,5.5,17.5
1326,Surry_2,w.pine,local,N,1,30.8,5,39.8
1327,Surry_2,tulip,southern,N,1,0,0,0
1328,Surry_2,s.gum,southern,N,1,-1.5,3.5,12.5
1329,Surry_2,w.oak,maine,N,1,0,0,0
1330,Surry_2,ch.oak,maine,N,1,63,5.5,63
1331,Surry_2,w.pine,local,N,1,44.7,5,46.2
1332,Surry_2,tulip,southern,Y,1,-24,5.5,13
1333,Surry_2,r.oak,local,N,1,-26.7,5.5,0
1334,Surry_2,w.oak,maine,N,1,-2.5,5,2.5
1335,Surry_2,w.spruce,local,Y,1,-8,5.5,8.5
1336,Surry_2,r.cedar,maine,N,1,-14,5.5,3
1337,Surry_2,s.gum,southern,N,1,55,5.5,55
1338,Surry_2,ch.oak,maine,N,1,34,5,36
1339,Surry_2,tulip,southern,N,1,-9,5.5,0
1340,Surry_2,w.pine,local,N,1,14.2,5,21.2
1341,Surry_2,s.gum,southern,Y,1,63,3.5,64
1342,Surry_2,r.cedar,maine,N,1,-29,5.5,0
1343,Surry_2,w.oak,maine,N,1,3.3,5.5,3.3
1344,Surry_2,w.spruce,local,N,1,35.8,5.5,35.8
1345,Surry_2,r.oak,local,Y,1,-46,5,72
1346,Surry_3,r.cedar,maine,N,1,0,0,0
1347,Surry_3,tulip,southern,N,1,-4,3.5,10
1348,Surry_3,r.oak,local,Y,1,0,0,0
1349,Surry_3,s.gum,southern,Y,1,23.5,3.5,25.5
1350,Surry_3,w.spruce,local,N,1,19,5.5,19
1351,Surry_3,w.oak,maine,Y,1,28,5.5,28
1352,Surry_3,ch.oak,maine,N,1,48,5.5,48
1353,Surry_3,w.pine,local,N,1,36,5.5,36
1354,Surry_3,w.oak,maine,Y,1,9,5.5,9
1355,Surry_3,r.oak,local,N,1,-30,4,12
1356,Surry_3,w.spruce,local,N,1,27.2,5.5,27.2
1357,Surry_3,r.cedar,maine,N,1,-29,2.5,0
1358,Surry_3,ch.oak,maine,Y,1,-19,5.5,29
1359,Surry_3,tulip,southern,N,1,-10.2,2.5,8.8
1360,Surry_3,w.pine,local,N,1,62.7,3.5,62.7
1361,Surry_3,s.gum,southern,N,1,16.6,5.5,30.6
1362,Surry_3,w.oak,maine,N,1,25.8,5.5,25.8
1363,Surry_3,tulip,southern,Y,1,-2,2.5,19
1364,Surry_3,w.pine,local,N,1,-24.5,5.5,9.5
1365,Surry_3,ch.oak,maine,N,1,-1,5.5,4
1366,Surry_3,r.oak,local,Y,1,-16,0.5,0
1367,Surry_3,s.gum,southern,N,1,-8.2,3.5,7.8
1368,Surry_3,w.spruce,local,N,1,17.2,5.5,17.2
1369,Surry_3,r.cedar,maine,N,1,-37,2,0
1370,Surry_3,w.pine,local,N,1,52,5.5,52
1371,Surry_3,r.cedar,maine,N,1,-55,1.5,0
1372,Surry_3,tulip,southern,N,1,25.2,5.5,25.2
1373,Surry_3,w.oak,maine,N,1,-1,5.5,0
1374,Surry_3,s.gum,southern,Y,1,35,3.5,35
1375,Surry_3,ch.oak,maine,N,1,2,5.5,2
1376,Surry_3,r.oak,local,Y,1,4,0.5,4
1377,Surry_3,w.spruce,local,N,1,29.4,5.5,29.4
1378,Surry_3,s.gum,southern,N,1,-2,5.5,17
1379,Surry_3,r.oak,local,N,1,0,0,0
1380,Surry_3,r.cedar,maine,N,1,0,0.5,0
1381,Surry_3,w.spruce,local,N,1,-1,0.5,0
1383,Surry_3,w.pine,local,N,1,13.7,5.5,13.7
1384,Surry_3,tulip,southern,N,1,4.4,1.5,4.4
1385,Surry_3,ch.oak,maine,Y,1,-12.5,5.5,20.5
1386,Surry_3,w.spruce,local,N,1,16.2,5.5,16.2
1387,Surry_3,r.oak,local,Y,1,6.5,5.5,7.5
1388,Surry_3,s.gum,southern,N,1,41,2.5,41
1389,Surry_3,w.pine,local,N,1,25,5.5,25
1390,Surry_3,tulip,southern,N,1,3,5.5,3
1391,Surry_3,ch.oak,maine,N,1,-11.8,5.5,5.7
1392,Surry_3,w.oak,maine,N,1,7.2,5.5,7.2
1393,Surry_3,r.cedar,maine,N,1,-13,3,7
1394,Surry_3,tulip,southern,N,1,-22,2,0
1395,Surry_3,r.cedar,maine,N,1,0,0,0
1396,Surry_3,w.oak,maine,Y,1,51,5.5,51
1397,Surry_3,ch.oak,maine,Y,1,-22.5,2.5,1.5
1398,Surry_3,s.gum,southern,N,1,-5.8,5.5,9.2
1399,Surry_3,w.spruce,local,N,1,13,5.5,25
1400,Surry_3,w.pine,local,N,1,74.3,5.5,74.3
1401,Surry_3,r.oak,local,N,1,-36.5,2.5,0
1402,Surry_3,r.cedar,maine,N,1,-1.9,0.5,0
1403,Surry_3,w.oak,maine,N,1,7,2.5,7
1404,Surry_3,s.gum,southern,N,1,-0.8,5.5,22.7
1405,Surry_3,w.pine,local,Y,1,68.5,4.5,71.5
1406,Surry_3,w.spruce,local,N,1,23,5.5,23
1407,Surry_3,r.oak,local,N,1,-43,1,0
1408,Surry_3,ch.oak,maine,Y,1,-44.5,5.5,15.5
1409,Surry_3,tulip,southern,N,1,-2.6,2.5,13.4
1410,Surry_3,r.oak,local,N,1,0,0,0
1411,Surry_3,s.gum,southern,N,1,-0.5,5.5,13.5
1412,Surry_3,w.spruce,local,N,1,45.5,5.5,45.5
1413,Surry_3,tulip,southern,Y,,-63.5,1.5,10.5
1414,Surry_3,ch.oak,maine,N,1,-32.5,5.5,0.5
1415,Surry_3,r.cedar,maine,N,1,0,0,0
1416,Surry_3,w.oak,maine,Y,1,22,5.5,61
1417,Surry_3,w.pine,local,N,1,50.5,5.5,50.5
1418,Surry_3,r.cedar,maine,Y,1,-1.5,0.5,0
1419,Surry_3,w.spruce,local,N,1,21.5,5.5,22.5
1420,Surry_3,ch.oak,maine,N,1,-51,5.5,0
1421,Surry_3,r.oak,local,Y,1,21,5.5,38
1422,Surry_3,w.pine,local,Y,1,69,4.5,92
1423,Surry_3,tulip,southern,N,1,-36,1.5,0
1424,Surry_3,s.gum,southern,Y,1,-2,2.5,47.5
1425,Surry_3,w.oak,maine,N,1,0,0,0
1426,Surry_3,ch.oak,maine,N,1,10,2.5,10
1427,Surry_3,w.pine,local,N,1,0,0,0
1428,Surry_3,tulip,southern,N,1,-4.5,0.5,0
1429,Surry_3,r.oak,local,N,1,-17,5.5,29
